event_uuid,user_guid,user_site_id,client_type,event_type,status,created_date,updated_date
8aa10251-4fde-438e-87cb-667e985c8640,8de12c42e44a4dc79a51cd7710d893cb,,3,12,1,2019-03-29 11:21:40,2019-03-29 11:21:40
9bdaa612-aacf-4380-a9aa-ae6a97dd20cf,3bb1584bb80345ee8da98b1a8f0fff49,,5,4,1,2019-03-31 11:38:40,2019-03-31 11:38:40
a67aecaa-28ac-4917-9a0f-16df49477fe0,4b658fc3959b4f47b0c707dde8838126,,8,2,1,2019-03-27 00:31:45,2019-03-27 00:31:45
cb71f33d-c7bc-443d-ac93-361f28d7fd32,1fb290cd45954951b53ec0abcc5619fd,,6,15,1,2019-03-31 11:31:48,2019-03-31 11:31:48
ceb1cdcd-01e1-4607-813f-fce6b42eb754,3f6bc2ee5c9a4055af409009375f40fb,,1,15,1,2019-03-31 12:59:11,2019-03-31 12:59:11
df2b1ae0-67be-4b40-b1fa-8c50b68bf394,73d9da451937402dba0f440381e9ddc7,,9,12,1,2019-03-31 20:41:09,2019-03-31 20:41:09
f32c2204-e006-4392-af04-6061335f1cd2,f341c9f814ea42e28dff25a83411ff3f,,6,3,1,2019-03-31 11:39:12,2019-03-31 11:39:12
f60e971e-7f47-4fff-88a8-3baad5da66f3,997317c3531f4ced88cd3add0403ef57,,5,5,1,2019-03-31 12:16:22,2019-03-31 12:16:22
fefa68a5-4ac2-47eb-bc57-85f9bdf6b78c,1470f455e0b94244b40e6a6b4b029ec6,,5,12,1,2019-03-31 18:08:57,2019-03-31 18:08:57
79dbc88d-634c-4ca5-99d1-7871f760f84f,93ef4fa8a3334183a616fffff769bda9,,8,10,1,2019-04-01 13:48:39,2019-04-01 13:48:39
6e62ae74-382e-437b-916b-617c1400ca46,443355f464134714a2a5409f4acedf2f,,1,2,1,2019-04-01 17:50:30,2019-04-01 17:50:30
912198b9-f74f-4adf-af7c-a7c3dbe9865f,71d804a59a8544df883ca6b69bc1b777,,9,7,1,2019-04-01 15:48:47,2019-04-01 15:48:47
a94a921c-6e23-4bd3-9a3a-c1795c4a2e91,46d4e62dc44d4710a44f40e384592556,,2,5,1,2019-04-01 20:27:17,2019-04-01 20:27:17
b524e0cf-2f2d-4012-a402-00c1bc74a02a,e19be679e4414e28a0be2bd9d6b78a01,,4,0,1,2019-04-01 15:03:35,2019-04-01 15:03:35
cbb80994-7ead-465c-a76f-d645a47f8c9a,245695e418d0450bbc4caf78e17fe516,,3,1,1,2019-04-01 23:20:54,2019-04-01 23:20:54
d34c83ab-0419-4823-91a3-78301a4f6a74,84af0f68287b4064a7b14d988b27430d,,2,0,1,2019-04-01 23:20:28,2019-04-01 23:20:28
d557bd39-52c1-440a-b968-605e0848350a,746fbf0e875245fcb7c410f0581b3f8a,,4,8,1,2019-04-01 13:48:29,2019-04-01 13:48:29
e2270526-1082-4b40-a1b1-49c303a774db,edaa38c74743455482feef9a7d9369de,,5,13,1,2019-04-01 22:07:49,2019-04-01 22:07:49
f291610a-0327-4dc9-adcc-0b9fe34909eb,3ee9513b6220498c8bd1072a15c61821,,7,2,1,2019-04-01 20:15:32,2019-04-01 20:15:32
1a993a9f-aeef-48c4-86c7-e796f48e74c6,0d2ec4e0b72941c68ee665d93536712f,,3,2,1,2019-04-01 14:13:07,2019-04-01 14:13:07
00951457-3c32-46cf-af01-5f532d7bcb15,a4094881a02b4dbfa4aa485ab26a8df1,,6,15,1,2019-04-01 20:15:52,2019-04-01 20:15:52
05288df3-2a7d-4df3-8be3-6beaa07d61c2,a4b65fffca864b37a9a5dddf47f28cf1,,8,15,1,2019-04-01 20:43:33,2019-04-01 20:43:33
19f7a35e-33ac-47b5-aaed-03d8337180ad,2411b2cf5f224d09a7e737fee92fd937,,6,3,1,2019-04-01 15:03:42,2019-04-01 15:03:42
29b562d2-f8ab-4ea2-bbae-3fc68e0b989e,f2104f74afe84249b9aadfde26109543,,4,4,1,2019-04-01 20:29:44,2019-04-01 20:29:44
2deafc80-c2c9-4b62-972a-4197e2349f70,52f4294201fe4e1a87e2ebc486c3d283,,7,8,1,2019-04-01 19:35:37,2019-04-01 19:35:37
35da89cf-a1e7-4ae3-a031-7de377aa1dd9,7bcd165a83cb481985f25dd9141c073a,,9,3,1,2019-04-01 15:03:43,2019-04-01 15:03:43
3c2af918-c7e3-4f21-ba25-6c491cb4f736,90c321696e364cb49f7144313e6239b6,,8,11,1,2019-04-01 19:35:43,2019-04-01 19:35:43
3dfb1956-6b3d-4386-93c9-09298a0cc422,785818189cb24303b1f5d1f5b2a69f3e,,9,3,1,2019-04-01 23:16:16,2019-04-01 23:16:16
40b57deb-510a-4894-ad93-07819020cca7,e77c6a2310574aa4863646a1b7a1ef70,,0,7,1,2019-04-01 23:18:33,2019-04-01 23:18:33
4714c0d6-3d9d-4c58-9b1e-49873fc3f282,ee2c384396454eb194607daeae7160b0,,0,11,1,2019-04-01 20:25:45,2019-04-01 20:25:45
552e903d-ce5d-432d-a26a-fd9e62198c90,2ca0b816094a415587b64178cc359cc3,,5,12,1,2019-04-01 15:49:52,2019-04-01 15:49:52
5a540f22-074e-462a-ad3e-18d4b7c65a00,ce5bcd5ab70346c8bb76fae75ee4480d,,4,0,1,2019-04-01 20:43:31,2019-04-01 20:43:31
636d5cb1-fd7d-48f0-8f0f-ba17dde20e29,35e8dcb6b0114bd9b940de31a53c444d,,9,4,1,2019-04-01 17:47:06,2019-04-01 17:47:06
688dd3c8-904e-4d19-929b-44785539608b,5e4f8ec52be74e9a97fe0359b74bcff8,,0,15,1,2019-04-01 20:43:56,2019-04-01 20:43:56
7427158f-896f-4019-9dd4-48649599afd2,8c08b611500f4405adde1b4ead109f34,,2,3,1,2019-04-01 19:12:53,2019-04-01 19:12:53
7a5edf70-c1b5-4f1f-996e-70ec7b09a33e,185d5cb7f5b84a9cb04f2ac707e38a0d,,2,0,1,2019-04-01 19:35:48,2019-04-01 19:35:48
7d5a1ba2-4785-4e19-b806-8b029a3a4d9e,18b90fa07d9f42ca9729ceda5c9f62fa,,8,15,1,2019-04-01 23:16:07,2019-04-01 23:16:07
810f92b9-83ea-494f-85cf-83c2e3b1ef93,9956efaa452b45cc9f5e888937bbf131,,8,3,1,2019-04-01 17:46:48,2019-04-01 17:46:48
83074ce4-c5bb-4630-aad5-dc713139937a,ce5bcd5ab70346c8bb76fae75ee4480d,,9,0,1,2019-04-01 20:43:33,2019-04-01 20:43:33
8db11162-38b1-4e5f-ac2f-f8bc7a80e60e,843dff749ef0425fbe47eba5e581f0e8,,4,14,1,2019-04-01 15:48:43,2019-04-01 15:48:43
8e86a7b2-1398-452f-b909-b7720156f462,18b90fa07d9f42ca9729ceda5c9f62fa,,8,15,1,2019-04-01 23:16:07,2019-04-01 23:16:07
94d80bd2-62a5-473c-80c3-1be8ac9d49f9,f2104f74afe84249b9aadfde26109543,,3,4,1,2019-04-01 20:29:43,2019-04-01 20:29:43
a072aaf3-be26-48d6-92a3-1ccff569f77f,e2d6205b127242ed9fd4f88ee365b16d,,2,6,1,2019-04-01 20:13:26,2019-04-01 20:13:26
a4a742bf-33d9-4de2-8dff-5b5c3f179142,ccbc8953e91a40deb42d6dbf299cd088,,0,8,1,2019-04-01 19:12:34,2019-04-01 19:12:34
c4ca2c22-09a0-4f60-a342-48fb00bb11d3,fc42bdd9460645dfab2cc170bfcf6a70,,6,7,1,2019-04-01 20:24:13,2019-04-01 20:24:13
ce3326d7-c797-4b89-8828-afbac23aae0c,086b3c6ef0b54183ba484f79ac54c4a6,,9,10,1,2019-04-01 13:48:39,2019-04-01 13:48:39
f2ebe251-6097-47e6-91a5-dcb6b8fc0b45,f185c4813ed646218ff6bf4fd5d8a5c5,,1,12,1,2019-04-01 13:47:27,2019-04-01 13:47:27
faeac415-0ec0-43e7-80a2-efff7f0c0656,fa8bec93bd98488fbef21304609da758,,0,5,1,2019-04-01 20:15:57,2019-04-01 20:15:57
720e2a65-6121-422d-bf44-81080a5af7d3,d0f3a461fffe41bcaf6f05c0b3c83f9a,,3,9,1,2019-03-27 09:48:25,
064e4b99-182e-4185-b5f3-e2b46570a998,29ce0d2552bb4188a5a9f1f690f2315b,,6,5,1,2019-03-27 09:51:19,
61606dad-3212-45ab-9a34-1fcf6baacac9,15e5231b61ad408e979a61667d8c580f,,5,0,1,2019-03-27 09:44:47,
acd99d54-5133-4cfe-9820-3825f40ccda7,7bc3345a888143ac81ac9a977379df35,,7,3,1,2019-03-27 11:22:19,
ff2d5c94-79d5-4ec7-87bb-c9416d26421e,0b7ab1a02123484680852f7f5008cfc0,,9,12,1,2019-03-27 00:31:46,
1f16b5af-ab8a-41f1-ac89-e401c0474567,544e1cedfc5e4546b57e652cfa42d359,,2,5,1,2019-03-27 09:46:50,
7e2f00c5-005f-4408-bfed-df40cc4750c8,92b2d0bf1df0467b9450e77d37ee647a,,2,7,1,2019-03-27 00:31:14,
8b30a94d-a0e1-4d92-a27c-4b111cb92385,6f740a57b9e54cab9b4cdeb809f02154,,3,5,1,2019-03-27 09:44:47,
94369cd5-4abd-46fd-8fce-ff2353c594b3,3825e87115074f0cb0801b8bb1771ab6,,2,11,1,2019-03-27 00:32:03,
b330e8e2-7414-4783-a179-7430f583d820,619d03d8a34e4998adf83d0d1ff9ac8f,,1,8,1,2019-03-27 00:31:14,
f8753b45-127a-4bd6-9564-487068e83027,0dd5d9bdee424cf1be8e7b53ad0d146d,,7,6,1,2019-03-27 09:45:14,
2c84f516-edaf-432a-9939-49014937141a,625bc8f314b44b9681595f8121851925,,7,2,1,2019-03-27 00:31:45,
5a3af021-13a1-4de8-8118-d0b0c7b24e61,298d54481f37460bbadc636ac5e0a3a8,,1,10,1,2019-03-27 09:46:40,
af137d40-e85d-4de1-a109-dadac0e538fe,05d655848eda4d628c6751ea0e6c21af,,6,10,1,2019-03-27 09:45:13,
ed3aae3e-09f1-49ff-9567-61ec03d964d9,c8ca111bd0b54e76ba88f3254a8a2c09,,0,0,1,2019-03-27 09:45:42,
ff581b1c-2d5c-4adf-93d4-b8fa8b759a03,0dd5d9bdee424cf1be8e7b53ad0d146d,,6,6,1,2019-03-27 09:45:13,
b4b49fd3-8048-4493-8cb8-02921e9b40ee,95da46cfae1f42209c4da5fcef834181,,0,8,1,2019-03-27 10:30:13,
d8779bc0-8ec1-4184-8bf8-34d57e10f419,f11093b0df7d4ba188ce18c37d75f8c1,,4,12,1,2019-03-27 13:55:47,
54fc1ddb-3c85-4ee9-b681-7d3936cec459,15e5231b61ad408e979a61667d8c580f,,3,0,1,2019-03-27 09:44:47,
83926206-344d-48a9-87e1-f6e0612b3009,f589b262dffd40d08545932ff5e42f53,,7,5,1,2019-03-27 00:31:45,
bd370d15-5c61-4e32-a67f-aadec3a3b1cd,11637dc714e74a8897559c668fbb0337,,2,3,1,2019-03-27 10:40:33,
7975ea7e-d064-425b-b26c-f6b9f9afd524,0dd5d9bdee424cf1be8e7b53ad0d146d,,9,6,1,2019-03-27 09:45:15,
c6253840-c8a5-4996-b182-425d1d46604e,544e1cedfc5e4546b57e652cfa42d359,,2,5,1,2019-03-27 09:46:50,
295281b1-5a0c-41d4-98b6-444def454db4,ac04e9cfc2584a098046722523906785,,5,8,1,2019-03-27 13:56:11,
80269933-993d-4c50-a1b4-6c2556edb456,8e81b630d70f4b0a987530b3869aec47,,4,4,1,2019-03-27 09:49:27,
b8846187-01aa-4752-a29f-46a311ffac8d,11637dc714e74a8897559c668fbb0337,,1,3,1,2019-03-27 10:40:21,
02608bbb-3dc5-40c5-b702-be346981c174,60fd693fdada48748ed8ddb68e56e9dc,,4,13,1,2019-04-02 11:36:24,
03fabec5-05c5-49a8-b988-945ccae87c6e,0541161c06e94e3fa6e65dc50739a00c,,4,0,1,2019-04-02 23:48:28,
03babebe-fc9d-45dc-9211-524651f9f50f,4a3f9ed8258940b3af411c0312d1c2cc,,0,12,1,2019-04-02 13:33:16,
06706a23-148b-4f03-8215-a6f0a8765d15,e4d7325577f146ef80ced18e5ba50f53,,0,5,1,2019-04-02 20:09:05,
10483ff1-78e4-453a-8bce-d4d7ad5aa8b1,0dbde29dfe9943bda161eafeb79d97c5,,8,12,1,2019-04-02 18:03:57,
10a82266-4c82-4cee-a8e0-97476cca70fa,8aec3d1088be48c6a3c7355c09431408,,3,0,1,2019-04-02 22:52:49,
1ad6e9ca-763c-400a-8d74-7c97748297ab,150e3be71a9a4bb2ae17ca9c9af46887,,9,8,1,2019-04-02 19:55:00,
1bfc0ef6-0fa5-48bf-a129-aba37fdcac2b,d3d84b9e8541452b967a2f99080bc3b5,,6,11,1,2019-04-02 18:02:54,
257b0e74-4385-4f7f-bdfa-b2395bf8506a,ead5b99fe29a448a9885c0170a64a0b0,,3,11,1,2019-04-02 23:48:28,
28a6eaad-bc5d-4db6-93ad-59acd538ac5b,b7cb664311fe47b2bc8e4113b349f3be,,3,11,1,2019-04-02 13:28:03,
2e8cc7b5-0829-4b44-9f11-151175f3b4f5,1582a251d8254fa98d5fa76554c5dd1b,,6,1,1,2019-04-02 21:28:20,
2ea40f01-f3aa-46af-b624-ed761f175833,7660bc867a184cb3a275e5159a6fb2f3,,3,15,1,2019-04-02 20:18:16,
31e1c9a6-e7c6-4a2e-8216-408a7d9d3cc9,6d22002d196649dea89edb7a0cacdfeb,,0,14,1,2019-04-02 17:58:13,
34592f83-ad3f-4548-883e-6c46602cc28c,288f62dd951f41afbf3855a5d1e7c872,,7,7,1,2019-04-02 21:28:47,
38fa655f-69da-482d-8e6e-dc570164e186,96630d8b470a458787b5fef125a3295b,,4,5,1,2019-04-02 14:21:33,
3e028067-193d-4ae1-8bc6-669d2d54dec6,8ace89ce25584b67b2f52b7d8e1bac30,,9,3,1,2019-04-02 14:22:20,
456b54a8-04f7-4851-ae69-f94aa0785b1b,1ce3744638e44b5bacadf1a1045eed30,,3,3,1,2019-04-02 13:36:56,
495a9abd-ace8-4c01-b1c0-bd401b81225f,dcfc0e454f5940fc89094f3645c9b356,,7,5,1,2019-04-02 22:56:35,
4cd08d92-1c43-4e11-bcf7-903df9889300,3e07a26effbe45e7b1a159889865a7b8,,3,11,1,2019-04-02 22:58:28,
549cd168-9645-4932-a69d-96dd473ca37b,22c60a4e506646879a2d43f6d932ed86,,6,8,1,2019-04-02 13:28:09,
5b98a88a-8aa9-43c3-a25c-0a8ca195a46e,a2db415074dd4e1792a96a349b580c0b,,2,0,1,2019-04-02 22:51:09,
5c317480-2600-44ba-935d-971466ef143a,ad6136960ba04211a130f25951a50a38,,2,3,1,2019-04-02 21:28:36,
600ea437-c528-450d-8d64-ec3ab7d66ad4,7d6b3c4c88684d65916e4270c4406cf6,,6,15,1,2019-04-02 21:28:46,
6201a060-2a42-4985-850b-075cf2f44c9e,9213f9bc532e4a439b9bb432a1f7ee54,,7,5,1,2019-04-02 22:56:35,
67854350-5aff-474f-83b2-76bb4db1803f,9e2862db0ac44d48be663f064c186de5,,0,14,1,2019-04-02 10:26:31,
69519546-43aa-4e64-9a63-1912f7a54fa7,46be076393b6471fb44a803ab767a2f8,,9,15,1,2019-04-02 12:22:01,
6ca7acdb-6933-4044-8bdd-259b4bc50155,d56118b347324133ac00c5ca8d172459,,7,5,1,2019-04-02 16:44:25,
704d5f4a-7731-4670-b71d-8cd53cd1933b,25532d1c47104e00a54f19956aa0a309,,8,0,1,2019-04-02 11:34:20,
7431ee62-9a37-4247-9cf2-a49d6f8fdd3d,a4395e4efeb34bc09040c030fedc54a6,,2,10,1,2019-04-02 13:33:17,
75cd8426-860b-402c-b871-946610ef48b8,3f1574da18804c43ba224d41c56ceb1f,,2,1,1,2019-04-02 12:21:38,
79e6c85d-d3dc-483d-a0bc-7eddc84cecdf,50abc6eca43641aaab6697cae7ea4f15,,9,1,1,2019-04-02 11:23:22,
7f0b16c2-5236-4b03-bec5-43d40732d36d,d53f2e4097d94d50802b3b70c0431f2e,,5,2,1,2019-04-02 17:39:23,
6dfd3066-8445-4d5a-8831-38bb05db9173,c31d383338634a629c5b75609fd98891,,8,9,1,2019-04-02 10:20:11,
847e749e-9da2-419e-8be9-72a29d2f6edd,1d4381debf1344fe8681ce492d04a615,,3,1,1,2019-04-02 12:44:22,
8d1d0839-ffc8-448a-a7f2-391f6878177c,a49f9e08297049fcbe93ef739e06614c,,6,4,1,2019-04-02 19:55:14,
90ddab61-807c-4794-b8b3-17f723ceb453,d7f92158184e45639d6bb15ff76bb3e0,,2,14,1,2019-04-02 17:39:33,
9ce9b732-2983-48a1-a3aa-6804c1b76bb2,72809e34b13640d1ad0a1b012709180f,,4,0,1,2019-04-02 18:27:14,
38601b06-519c-4c00-83c9-75ec55fa2301,e3b08d95a85747ef9683f292b66f43a9,,5,10,1,2019-03-25 17:22:04,2019-03-25 17:22:04
30a91fdb-cb5e-4154-bfcb-60de9b41aaba,1abdcc1141a94cf68eae72766920351b,,3,1,1,2019-03-25 23:57:28,2019-03-25 23:57:28
00bcd9a3-4a14-4b18-adc3-dc988a71480a,e29f8d61b2c3485b8bc93e4e8b5e0e86,,3,8,1,2019-03-31 21:25:18,2019-03-31 21:25:18
116c1cdd-154b-4430-8f5b-5c417d99ba55,f7f667d044014efab493192edb35700c,,7,0,1,2019-03-31 21:28:23,2019-03-31 21:28:23
189b9fa7-dd31-4e27-895b-172d227c4f4d,1b109b9c24394f869b71c7b735d674a2,,1,10,1,2019-03-31 21:24:59,2019-03-31 21:24:59
28054325-cf23-4b3e-9b63-7d723c747368,27251a4f80e0430db19b565c35e69cbc,,2,11,1,2019-03-31 21:32:07,2019-03-31 21:32:07
36eb0347-0d8a-4d43-86f4-de8ddc7b30c1,dde93aa453cb4b579df86ca4207072a2,,5,10,1,2019-03-31 21:26:08,2019-03-31 21:26:08
3c2da0e3-e3d2-45dd-9af1-848faa8272bb,f3bf9ac2ef6b43d5ba0d2b5092321cfc,,6,15,1,2019-03-31 12:56:39,2019-03-31 12:56:39
43edf35e-0429-4348-9a2f-c2e8a6460391,c6e255ed45f8486b94c6ec895ad1d0f3,,0,15,1,2019-03-31 18:45:35,2019-03-31 18:45:35
48e655b5-a77e-41c5-ada1-148aa12f27d6,0ee79cb641ec48b991890f7f797612a1,,6,10,1,2019-03-31 21:27:19,2019-03-31 21:27:19
51e42c95-5943-46d9-be14-5575d9f09339,9db47150417c41b8952a4e417f8e196e,,3,6,1,2019-03-31 18:07:51,2019-03-31 18:07:51
546ba1c3-612d-4aa5-9f30-ad53714c52db,f94d22a5169f4a6b902680af92774217,,0,1,1,2019-03-27 09:45:42,2019-03-27 09:45:42
563c29fb-92de-4e63-a202-ed6072611253,ca0feea90bc64d37af1737f5cf4cca94,,2,9,1,2019-03-29 11:25:08,2019-03-29 11:25:08
63082bfc-6425-4298-8d16-3e66fe3aec2b,d521ca4847564ee0b019507cbaf6dd1b,,0,1,1,2019-03-31 18:04:55,2019-03-31 18:04:55
7661248e-4d10-47e4-a98c-b71782370c50,c081319c7b5a4d5586f7f17512cebe4b,,5,4,1,2019-03-31 18:49:59,2019-03-31 18:49:59
7bd579cc-b33c-4313-a21b-6b289800941b,9a07ae78bfe545479763ce18234dd234,,4,3,1,2019-03-31 11:35:00,2019-03-31 11:35:00
aafa2735-913e-4148-a4b2-78f3e9eaebea,0d2ec4e0b72941c68ee665d93536712f,,6,2,1,2019-03-28 15:36:05,2019-03-28 15:36:05
ec50d865-702d-4144-b56b-23480c4ed55c,0d2ec4e0b72941c68ee665d93536712f,,6,2,1,2019-03-25 17:27:53,2019-03-25 17:27:53
8194cc14-e444-4dd4-aefe-3992841750a5,0d6baf3706dc44d6a9ffa2118fd85d63,,6,6,1,2019-03-29 11:21:53,2019-03-29 11:21:53
8450aaf8-245b-4bcd-8aa6-506fd7166ed1,316dbd9022754312a19ccca3cf9f9055,,7,5,1,2019-03-31 18:51:32,2019-03-31 18:51:32
8b3f0f49-3d04-4869-94a9-5a9993694edb,eb69aa0112cc49b89ed9be9c40cbc85d,,6,5,1,2019-03-31 11:39:12,2019-03-31 11:39:12
940942ff-320e-4b6f-9f51-7d073436d32c,dde93aa453cb4b579df86ca4207072a2,,4,10,1,2019-03-31 21:26:08,2019-03-31 21:26:08
99e37166-ec20-42b7-9d82-0a993876de9f,1f5a36c8901b437caed0f07a9523ba28,,4,2,1,2019-04-01 11:24:19,2019-04-01 11:24:19
9e62dd9a-a12a-4122-8d35-08289d5ccb29,9639a32e0d974feead70556e2cf88ee1,,5,14,1,2019-03-31 20:38:55,2019-03-31 20:38:55
ab5c2411-abe2-47f2-8500-7fdc8974a1a8,8aab349b10b840b2b27148ea594af97d,,9,7,1,2019-03-31 18:45:29,2019-03-31 18:45:29
b168b296-383d-479d-88e7-0ce979f23bb8,c50fa1fe8bca499d9a0318859b32cb8e,,9,8,1,2019-03-31 12:10:53,2019-03-31 12:10:53
ba816847-513b-4c92-852c-c9b263356ae3,f8c4c8cca68845cbbb48df18755b77c2,,4,12,1,2019-03-31 20:44:43,2019-03-31 20:44:43
c46a9a1c-69a3-4762-8d50-3bc68b08ad1d,1b109b9c24394f869b71c7b735d674a2,,1,10,1,2019-03-31 21:24:59,2019-03-31 21:24:59
d4846f1f-a829-4f83-91d7-1d0589725ebd,006d21d00e334061b548d169bedea79b,,4,9,1,2019-03-31 18:48:41,2019-03-31 18:48:41
ec164d1a-2a8f-4203-87fe-f0088ed03a77,3b8b9021ecc24b1c86d285db5f439baf,,3,10,1,2019-03-31 11:34:37,2019-03-31 11:34:37
f22a1afb-de93-4090-8f45-5a27d5f7ff86,0c169940118e4ec5a97b6c0087df6b2b,,5,2,1,2019-03-29 11:21:44,2019-03-29 11:21:44
f788cd7f-045b-4cc8-86e4-ce65b46473c4,ba260bdeb81c4a849e22e3e9d86e3fbf,,1,11,1,2019-03-31 11:32:53,2019-03-31 11:32:53
99184d54-d9cf-4aac-b03d-18422c44474d,1a026f12f1bc441ea01d2b3abf8e6b4a,,1,4,1,2019-03-22 16:08:08,2019-03-22 16:08:08
a1b40b18-9e5e-477e-a53c-9617e1de02d0,aad102d4d303442c89fa62acc9f62f0f,,8,0,1,2019-03-25 20:18:43,2019-03-25 20:18:43
ab8a4ff9-7d73-4157-bbd6-11f1889fc576,a1b65b6287d34145b22a959b9fdc132b,,9,2,1,2019-03-21 15:31:49,2019-03-21 15:31:49
a14311af-3e3a-49d6-82a6-a628e5fcdfab,8fdffdfabf564f32a22f6d5f9733ff4c,,9,4,1,2019-04-02 11:22:33,
a34c5149-5bb7-4b46-89f5-bb60d5997982,fa3412c4b5004763b6645ccc9ce810dd,,8,13,1,2019-04-02 15:31:56,
a6584df6-fb1a-4329-9bc5-2f6ada436852,6da10d68145f42c8ae01afb1dce353b6,,9,11,1,2019-04-02 13:33:16,
a860c5f7-f786-4166-8ac4-d8cd0f68b499,76ad28db708d427ab7cd7c66d265ac4d,,4,4,1,2019-04-02 23:49:10,
b0190e48-d1c9-476f-b2a2-7439272193fd,a261fa7abaaf412283be17d9e54f9296,,5,9,1,2019-04-02 18:34:59,
b4705f7b-1d05-4155-a518-c67067db8140,88ac666f92db4e39ae69be3fab23dcf8,,3,15,1,2019-04-02 17:57:39,
b45c5bd1-9688-4bef-b4b6-e6922253a3b2,4fc20f757e03421e86d5efe680f2d5c4,,0,12,1,2019-04-02 13:30:00,
b96163ac-fda7-4d0c-adf5-69d2eaee0979,b7cb664311fe47b2bc8e4113b349f3be,,0,11,1,2019-04-02 13:28:00,
bcda9bcc-816a-4506-98ac-c1663d8bbd8d,56233e91a3e0479c8460f6720b87a086,,2,8,1,2019-04-02 16:43:30,
c1fe15d3-aae3-4ae9-ab9e-037cf7b55fad,3d354dfd2ba44fe892cb0b9da0f7e80f,,7,0,1,2019-04-02 11:34:19,
c3af5fb0-b404-482b-8de8-54691f0af7a7,ba33e94cd1b94176bf7ecb1bd8e5973b,,4,3,1,2019-04-02 19:55:12,
c6a2cfc4-ec03-4ca3-a739-8fd53a9c7d5f,3baf8f4654df48bb960de0c568be84c0,,4,12,1,2019-04-02 17:39:36,
cb9db570-0cf3-4041-b367-a84cd8b2b682,6f5d2514065649a895da855fe00289c4,,3,12,1,2019-04-02 17:47:11,
cf304b2b-0fd3-4845-a42c-d887417abc73,f336333eff1e4eaa9885bc13f7e32c27,,6,2,1,2019-04-02 17:45:34,
d24d7585-dc2a-4df0-aee1-9cf3e861c195,51f90a386c9f4ffb9d34d803a1827945,,9,4,1,2019-04-02 23:48:35,
d7ba8e7d-b542-4f0e-96b1-8f00b4bbc2b8,fa2d4dbd3b184ec9bae5d477747c4500,,1,0,1,2019-04-02 14:22:48,
db989415-5445-494f-b4cc-e7c23cbf0346,ec6c75ce2a4043039fbd752c99bace2f,,0,2,1,2019-04-02 13:33:16,
de0642e7-a93f-4afe-b030-5cb780b70d81,eef2649696424c0e933102dafb1e71ed,,5,14,1,2019-04-02 17:57:47,
e03103e7-4410-4a43-8251-84e06e8a4f55,8e545cac20754a018620ff528f49c02d,,5,2,1,2019-04-02 13:27:53,
e19f47ef-7b37-459f-984e-d474b7664067,499ee67eb2cd424b94d593b32f727e87,,2,8,1,2019-04-02 12:42:50,
ea0b1763-ecd6-412f-a980-846cdbe5a851,8a8dffe67bef4ffd87be6693ec1d3b40,,6,4,1,2019-04-02 11:22:37,
ef203e7d-af9f-4d52-aafb-b9656bc803c9,2c26a9a7c1194f93b1b77b0073290c79,,3,7,1,2019-04-02 11:22:35,
efb01988-4064-4d72-abf4-28ea7536ae1b,723349c4775c4b1183e4af52ca72845e,,0,5,1,2019-04-02 17:28:40,
f2a56a4f-b038-4f4f-9b67-1202a8e6b211,d24f630d2b5440b79acff3a63b9ebb96,,3,9,1,2019-04-02 21:25:02,
f7a8580d-e9a3-422b-9c5e-c34a90087bc5,3b37bbb425534c56ab91cfc9bfd902ae,,1,10,1,2019-04-02 10:32:30,
f8fa7a35-7f42-4344-9854-fe0ee6b37b0d,7493db4259d047878db3d05cd4550140,,6,4,1,2019-04-02 10:28:15,
05c24699-5abb-4f0a-afac-5f01604318b7,44bbd1b505604ff7a1b8a3951daddc07,,6,0,1,2019-04-02 13:28:10,
080d5209-6854-4f1b-868c-a421fbb457f4,6cf9605ef04a44438df3eb7b9a15dabd,,9,11,1,2019-04-02 13:33:01,
0b2d16d7-a916-47ec-b3ca-115ab4292113,647b1287bd8f4d3698af58615cdcec32,,8,3,1,2019-04-02 14:21:34,
0df0f0b0-0381-46b3-8824-282c68c1fded,cb16a523f2a0457ea69184f8efb64cf5,,8,15,1,2019-04-02 13:34:22,
12c3c4f0-67d6-4159-b900-896191345053,b9a02929510644eba4855641e2f4f1fd,,1,15,1,2019-04-02 16:45:48,
167ad331-f59f-4a70-8ea7-fd72692ddd4c,eef2649696424c0e933102dafb1e71ed,,4,14,1,2019-04-02 17:57:46,
30775e37-a37f-422c-b480-43c2b38885a1,cdb235d7682849a98fad0186ba7ad4af,,1,10,1,2019-04-02 10:32:30,
36ecd61e-9ff9-4dff-be5a-0e5cfda79a0e,1faef50bbd41446b9913eeded908f91e,,5,1,1,2019-04-02 23:57:49,
38dc6c15-de77-46b2-adc3-9de8c118c08b,cf8912439ea04eff9ed8321bc63f3a78,,1,7,1,2019-04-02 16:46:54,
3c0fb28f-9b4d-4f55-8bf5-d76f0a69df35,79ce5ab5914e4013a8833bc855982378,,0,7,1,2019-04-02 16:45:48,
404b53da-293e-4ad7-a0c2-6e53b8e1aa42,628ef46d624f4357b57af52585d2a8b3,,7,11,1,2019-04-02 21:27:02,
414f9678-55a6-4cfa-94e7-059d86d2c5e0,5f2a0f77c9474592a5a53c6c70a90df7,,7,15,1,2019-04-02 21:28:20,
5528d529-cc90-415c-915d-82892595ca8e,1f651eb67e224c4fa6b1ace9c7b02fc7,,6,12,1,2019-04-02 15:58:52,
